pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
         4300057 function calls (4170202 primitive calls) in 6.013 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 return_statements.py:41(ConditionalReturnRewriter)
        1    0.000    0.000    0.000    0.000 liveness.py:155(Annotator)
        1    0.000    0.000    0.000    0.000 qual_names.py:61(QN)
        1    0.000    0.000    0.000    0.000 templates.py:35(ContextAdjuster)
        1    0.000    0.000    0.000    0.000 transformer.py:71(_StateStack)
        1    0.000    0.000    0.000    0.000 transformer.py:177(Base)
        1    0.000    0.000    0.000    0.000 file_util.py:24(CodeToAst)
        1    0.000    0.000    0.000    0.000 ast3.py:7(Ast3ToGAst)
        1    0.000    0.000    0.000    0.000 converter.py:128(ConversionOptions)
        1    0.000    0.000    0.000    0.000 converter.py:247(Base)
        1    0.000    0.000    0.000    0.000 take_while_ops.py:27(_TakeWhileDataset)
        1    0.000    0.000    0.000    0.000 readers.py:328(TFRecordDatasetV1)
        1    0.000    0.000    0.000    0.000 timeline.py:55(_ChromeTraceFormatter)
        3    0.000    0.000    0.000    0.000 decorators.py:445(_PartialDecorator)
        1    0.000    0.000    0.000    0.000 object_identity.py:61(ObjectIdentityDictionary)
        1    0.000    0.000    0.000    0.000 def_function.py:237(Function)
        6    0.000    0.000    0.000    0.000 gradients_util.py:1035(<genexpr>)
        1    0.000    0.000    0.000    0.000 tracking.py:113(ResourceTracker)
        1    0.000    0.000    0.000    0.000 io_ops.py:99(ReaderBase)
        1    0.000    0.000    0.000    0.000 tf_record.py:40(TFRecordOptions)
        3    0.000    0.000    0.000    0.000 checkpoint_state_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 ragged_tensor_value.py:26(RaggedTensorValue)
        1    0.000    0.000    0.000    0.000 structure.py:783(RaggedTensorStructure)
        1    0.000    0.000    0.000    0.000 threading_options.py:25(ThreadingOptions)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
       11    0.000    0.000    0.000    0.000 session.py:131(<lambda>)
        1    0.000    0.000    0.000    0.000 session.py:208(_FetchMapper)
        1    0.000    0.000    0.000    0.000 control_flow.py:331(_PythonLoopChecker)
        1    0.000    0.000    0.000    0.000 base.py:101(PythonStateSaveable)
        3    0.000    0.000    0.000    0.000 tensor_array_ops.py:1127(_infer_shape)
       10    0.000    0.000    0.000    0.000 control_flow_ops.py:2330(grad_state)
        1    0.000    0.000    0.000    0.000 variables.py:178(VariableMetaclass)
        1    0.000    0.000    0.000    0.000 gen_nn_ops.py:5665(<listcomp>)
        1    0.000    0.000    0.000    0.000 gen_nn_ops.py:6137(<listcomp>)
        4    0.000    0.000    0.000    0.000 resource_variable_ops.py:816(shape)
       10    0.000    0.000    0.000    0.000 resource_variable_ops.py:1584(_ReadGrad)
        9    0.000    0.000    0.000    0.000 dispatch.py:115(__init__)
        1    0.000    0.000    0.000    0.000 gen_array_ops.py:9664(<listcomp>)
        2    0.000    0.000    0.000    0.000 encoder.py:542(_FloatingPointEncoder)
        3    0.000    0.000    0.000    0.000 text_format.py:596(__init__)
        2    0.000    0.000    0.000    0.000 cpp_shape_inference_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 flags.py:71(__init__)
        1    0.000    0.000    0.000    0.000 flags.py:63(_FlagValuesWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:735(PythonHandler)
        1    0.000    0.000    0.000    0.000 minidom.py:991(CharacterData)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:306(DOMBuilderFilter)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:57(SecondaryAxis)
        4    0.000    0.000    0.000    0.000 axis.py:1875(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 scale.py:279(LogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:533(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 axis.py:398(XTick)
        1    0.000    0.000    0.000    0.000 triangulation.py:4(Triangulation)
        1    0.000    0.000    0.000    0.000 bdb.py:654(Breakpoint)
        5    0.000    0.000    0.000    0.000 registry.py:39(__init__)
        1    0.000    0.000    0.000    0.000 dtypes.py:282(__repr__)
        1    0.000    0.000    0.000    0.000 errors_impl.py:49(OpError)
        7    0.000    0.000    0.000    0.000 ops.py:3294(seed)
        1    0.000    0.000    0.000    0.000 ops.py:4641(_ControlDependenciesController)
        2    0.000    0.000    0.000    0.000 ops.py:5432(__init__)
        1    0.000    0.000    0.000    0.000 ops.py:5620(__init__)
        1    0.000    0.000    0.000    0.000 ops.py:6409(name_scope)
        1    0.000    0.000    0.000    0.000 context.py:86(FunctionCallOptions)
        4    0.000    0.000    0.000    0.000 tensorflow_server_pb2.py:6(<lambda>)
        2    0.000    0.000    0.000    0.000 device_spec.py:39(_as_device_str_or_none)
        2    0.000    0.000    0.000    0.000 device_spec.py:332(_components_to_string)
        2    0.000    0.000    0.000    0.000 ops.py:669(__bool__)
        4    0.000    0.000    0.000    0.000 any_pb2.py:5(<lambda>)
        3    0.000    0.000    0.000    0.000 allocation_description_pb2.py:6(<lambda>)
        5    0.000    0.000    0.000    0.000 cluster_pb2.py:6(<lambda>)
        5    0.000    0.000    0.000    0.000 debug_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 well_known_types.py:241(Duration)
        1    0.000    0.000    0.000    0.000 well_known_types.py:541(_FieldMaskTree)
        1    0.000    0.000    0.000    0.000 well_known_types.py:788(ListValue)
        1    0.000    0.000    0.000    0.000 containers.py:185(BaseContainer)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:107(__new__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2383(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3914(__str__)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        2    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
        1    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 __init__.py:3097(Requirement)
        1    0.000    0.000    0.000    0.000 zipfile.py:313(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(ZipExtFile)
        1    0.000    0.000    0.000    0.000 plistlib.py:247(_PlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:699(_BinaryPlistWriter)
        3    0.000    0.000    0.000    0.000 graph_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:290(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:1600(DefaultProvider)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_RegisterExceptionClass}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.InitializePyTrampoline}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.__git_version___swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal._TF_NewSessionOptions}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal._TF_SetConfig}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_ATTR_FLOAT_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.GItem_swigregister}
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:760(PyExceptionRegistry)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:781(PyRecordReader)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:919(Status)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:968(StatusGroup)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:2363(FileStatistics)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:2647(GCluster)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 argparse.py:114(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1254(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
       10    0.000    0.000    0.000    0.000 case.py:1346(_deprecate)
        1    0.000    0.000    0.000    0.000 core.py:593(filled)
        1    0.000    0.000    0.000    0.000 core.py:1324(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1357(getmask)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 _datasource.py:626(Repository)
        2    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        2    0.000    0.000    0.000    0.000 _argument_parser.py:33(_is_integer_type)
        7    0.000    0.000    0.000    0.000 _argument_parser.py:97(parse)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 index_tricks.py:302(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 _internal.py:218(_getintp_ctype)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
       16    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:1653(MonthLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:1416(_rrulestr)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 __init__.py:13(register)
        2    0.000    0.000    0.000    0.000 figure.py:49(_stale_figure_callback)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1036(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2565(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 blocking_input.py:100(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 mathtext.py:1731(Vlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:2613(State)
        1    0.000    0.000    0.000    0.000 textpath.py:25(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:431(set_capstyle)
        1    0.000    0.000    0.000    0.000 patches.py:450(set_joinstyle)
        1    0.000    0.000    0.000    0.000 patches.py:1905(_Style)
        1    0.000    0.000    0.000    0.000 patches.py:3190(_Base)
        1    0.000    0.000    0.000    0.000 ticker.py:195(_DummyAxis)
        1    0.000    0.000    0.000    0.000 transforms.py:1814(Affine2D)
        1    0.000    0.000    0.000    0.000 artist.py:673(set_figure)
        1    0.000    0.000    0.000    0.000 artist.py:905(set_visible)
        1    0.000    0.000    0.000    0.000 artist.py:1317(<listcomp>)
        1    0.000    0.000    0.000    0.000 colorbar.py:1143(Colorbar)
        1    0.000    0.000    0.000    0.000 colors.py:646(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:1140(SymLogNorm)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6845(reset_pyparsing_context)
       16    0.000    0.000    0.000    0.000 pyparsing.py:495(__getitem__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:639(__len__)
        3    0.000    0.000    0.000    0.000 __init__.py:715(clear)
        5    0.000    0.000    0.000    0.000 __init__.py:914(<dictcomp>)
       10    0.000    0.000    0.000    0.000 rcsetup.py:178(_validate_tex_preamble)
        5    0.000    0.000    0.000    0.000 rcsetup.py:204(validate_dpi)
        5    0.000    0.000    0.000    0.000 rcsetup.py:223(validate_int_or_None)
        1    0.000    0.000    0.000    0.000 last_n_bodyparts_ai.py:8(LastNBodyParts)
        1    0.000    0.000    0.000    0.000 __init__.py:1320(get_backend)
        2    0.000    0.000    0.000    0.000 __init__.py:85(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:89(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 errors.py:28(OpError)
        6    0.000    0.000    0.000    0.000 layout_pb2.py:5(<lambda>)
        5    0.000    0.000    0.000    0.000 cluster_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 encoder.py:79(__init__)
        2    0.000    0.000    0.000    0.000 op_evaluator.py:65(__init__)
        3    0.000    0.000    0.000    0.000 tensor_shape_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 tpu_config.py:197(RunConfig)
        1    0.000    0.000    0.000    0.000 tpu_context.py:44(TPUContext)
        2    0.000    0.000    0.000    0.000 optimization_parameters_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 xla_sharding.py:27(Sharding)
        1    0.000    0.000    0.000    0.000 tpu_sharding.py:31(ShardingPolicy)
        1    0.000    0.000    0.000    0.000 tpu_estimator.py:3579(_Inputs)
        1    0.000    0.000    0.000    0.000 tpu_estimator.py:3649(_InputsWithStoppingSignals)
        3    0.000    0.000    0.000    0.000 compilation_result_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 preempted_hook.py:51(_TPUPollingThread)
        1    0.000    0.000    0.000    0.000 exporter.py:34(Exporter)
        1    0.000    0.000    0.000    0.000 dnn.py:774(DNNClassifier)
        1    0.000    0.000    0.000    0.000 linear.py:955(LinearClassifier)
        1    0.000    0.000    0.000    0.000 sdca_ops.py:147(_SDCAModel)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:740(_InMemoryEnsembleGrower)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:206(TreeEnsemble)
        1    0.000    0.000    0.000    0.000 head.py:699(_MultiClassHeadWithSoftmaxCrossEntropyLoss)
        1    0.000    0.000    0.000    0.000 metric_keys.py:24(MetricKeys)
        1    0.000    0.000    0.000    0.000 multi_class_head.py:40(MultiClassHead)
        1    0.000    0.000    0.000    0.000 evaluation.py:81(_MultiStepStopAfterNEvalsHook)
        1    0.000    0.000    0.000    0.000 op_hint.py:158(OpHintArgumentTracker)
